111 30.755575 525.390690 1002.930235 
112 23.524914 508.412214 1001.135582 
113 26.908959 530.071506 1004.513741 
114 22.398941 509.730333 1004.533228 
115 28.576809 508.208603 999.959779 
116 26.345893 512.859573 1001.980301 
117 25.307313 514.529913 998.245595 
118 28.050223 513.180172 996.128289 
121 32.500697 517.613472 998.947647 
122 29.147036 508.632927 998.521957 
123 31.577083 520.509694 1001.820076 
124 30.062597 511.590385 997.809748 
125 32.692978 522.479690 1000.198629 
126 24.926263 508.427391 999.867747 
127 26.214940 513.518103 999.577721 
128 25.016769 513.495526 999.876814 
131 27.034649 511.819881 996.624562 
132 24.584002 504.499948 994.688387 
133 25.252628 523.358134 997.016300 
134 24.663769 508.140550 999.093543 
135 25.146792 514.505744 996.024381 
136 23.928275 512.462948 995.142045 
137 26.404767 510.070945 996.054716 
138 24.744248 510.664673 997.652388 
141 30.027679 517.227036 1003.108697 
142 27.664215 518.225536 1002.810802 
143 28.239734 518.406758 1002.598855 
144 31.150159 515.897301 1001.341630 
145 32.367458 510.313615 1001.177659 
146 29.990863 513.017955 1000.277478 
147 29.829957 511.087705 989.092008 
148 26.913787 511.370009 998.050427 
211 20.787092 502.825715 997.529143 
212 30.504613 512.661856 1007.333997 
213 30.526166 508.604126 988.954114 
214 11.955981 501.115377 1003.745774 
215 20.574172 499.424886 994.498948 
216 24.176003 522.518556 1011.871143 
217 29.827043 527.340267 1007.448297 
218 20.213567 512.076265 997.243127 
221 20.686565 509.493597 996.134689 
222 33.170889 526.376463 1022.934608 
223 24.168867 517.364341 998.672159 
224 28.415546 519.126472 1004.092504 
225 16.402706 510.968621 998.514811 
226 15.997842 504.814789 1006.181995 
227 29.151055 521.913475 1006.252546 
228 22.273140 516.997562 1010.581304 
231 27.213280 506.142156 1000.094927 
232 25.627581 512.945534 1001.937779 
233 23.407870 504.553883 1002.441303 
234 25.283814 510.008184 1000.626858 
235 27.438714 519.104986 1002.634451 
236 24.984094 513.522480 1000.006258 
237 26.794742 510.474395 1000.841544 
238 28.601753 514.156932 1002.261628 
241 29.700717 508.812783 999.524856 
242 23.590346 510.242948 1002.308228 
243 27.140864 510.099091 1001.819249 
244 23.627393 513.216837 1002.065949 
245 26.939204 513.042476 1000.515074 
246 23.927967 512.642595 1002.188861 
247 25.447246 507.888848 999.511541 
248 31.021490 524.486881 1003.024034 
311 37.130056 512.000000 982.783582 
312 35.499446 512.000000 981.623934 
313 37.462580 512.000000 984.559440 
314 37.996851 512.000000 981.688518 
315 37.278917 512.000000 981.574784 
316 37.381770 512.000000 984.158309 
317 39.314097 512.000000 982.993679 
318 41.032968 512.000000 981.742800 
321 48.007075 512.000000 989.286251 
322 48.016914 512.000000 988.663589 
323 47.923104 512.000000 989.506517 
324 49.043008 512.000000 985.038802 
325 49.263146 512.000000 988.808845 
326 45.663921 512.000000 987.898005 
327 54.943744 512.000000 996.148640 
328 50.931561 512.000000 990.680844 
331 26.377295 519.51441  999.505945 
332 27.123280 512.55211  999.678267 
333 26.586947 508.396359 999.855551 
334 30.188131 510.448660 1001.596317 
335 29.729650 507.322443 998.855533 
336 25.780529 507.300283 999.570161 
337 30.933998 515.784041 1002.149322 
338 28.276603 514.291834 1000.599910 
341 27.375940 520.440655 1002.815206 
342 25.503645 516.883395 1001.098478 
343 27.767541 517.921742 997.053073 
344 23.038525 514.345499 1003.798712 
345 26.011757 516.167753 999.137576 
346 18.239798 506.375991 992.861602 
347 26.541349 504.177778 1000.013128 
348 27.114894 510.129525 1000.511077 
351 29.476476 523.118393 999.097439 
352 25.841018 508.074494 999.197924 
353 26.741418 517.852451 1001.330918 
354 24.637066 519.592612 1000.850295 
355 25.777356 513.609040 1000.971178 
356 23.202489 515.103705 998.512101 
357 25.943704 514.099259 1001.121609 
358 26.572595 512.902778 997.778598 
411 25.922066 508.184031 998.060780 
412 26.277752 517.970572 1002.063034 
413 29.211895 525.036164 1002.016005 
414 28.584945 522.761086 1001.747523 
415 28.920352 516.863018 1001.125766 
416 25.731168 509.266085 1000.442710 
417 27.068217 519.572537 1002.792807 
418 26.240448 516.554714 1003.124928 
421 26.469200 524.603451 1000.199080 
422 24.474515 519.763350 1003.639150 
423 25.834524 524.126316 1000.806101 
424 24.326508 504.303578 1002.407440 
425 27.865646 523.282924 999.471157 
426 23.029980 519.647741 1000.424050 
427 25.196959 516.018990 1003.901033 
428 23.450231 504.879812 997.634947 
431 25.098321 500.884585 998.989371 
432 26.352566 508.893146 998.001963 
433 27.184147 522.339534 1000.140037 
434 24.318115 513.217942 1001.354712 
435 26.245762 520.471257 1000.925508 
436 25.263160 518.836490 1002.849874 
437 24.199423 512.077992 1000.240463 
438 26.597342 521.217561 1000.065495 
441 23.953493 511.289596 1000.278959 
442 23.844496 511.645784 1003.914881 
443 25.784573 515.729663 1001.255844 
444 25.383322 521.405449 1003.693896 
445 27.173974 521.601611 1002.284605 
